"R0000100","R0004500","R0005500","R0005700","R0005900","R0006000","R0006800","R0007200","R0007500","R0009100","R0011600","R0011800","R0012800","R0013700","R0014100","R0441100","R0443000","R0443300","R0443900","R0444300","R0444400","R0444500","R0444600","R0446200","R0446500","R0450100","R0457200","R0492100","R0492300","R0492500","R0492700","R0492900","R0493100","R0493300","R0493500","R0493700","R0493900","R0494100","R0499200","R0527200","R0527500","R0529400"
1568,-4,1,1,6,0,0,-4,0,2,-4,-4,-4,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,1,-4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,-4
1569,1,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,1,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,2,1,3,2,1,3,1,1,1,1,1,2,0,0,1,1
1570,-4,-4,1,6,0,0,-4,1,-4,3,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,1,0,-4,3,1,1,1,1,1,2,1,1,1,1,1,0,1,1,0
1571,1,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,2,0,-4,3,1,1,2,3,2,2,2,2,3,2,2,0,0,1,0
1572,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1573,2,-4,-4,-4,-4,-4,-4,-4,6,2,0,2,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1574,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,2,0,-4,3,2,4,1,2,3,1,1,1,2,4,3,0,0,0,1
1575,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,2,0,-4,1,4,4,3,3,4,3,4,3,4,4,3,1,0,0,1
1576,2,-4,-4,-4,-4,-4,-4,-4,6,2,1,1,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,1,1,1,2,2,1,1,3,2,2,1,0,1,0
1577,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,1,1,4,3,2,3,1,1,2,2,1,3,0,0,0,1
1578,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,1,4,3,4,1,1,1,2,3,4,0,0,0,0
1579,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,3,3,3,2,2,2,3,3,2,2,0,0,1,1
1580,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,1,0,-4,2,1,1,1,1,1,1,1,1,1,4,1,0,0,0,1
1581,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,2,0,-4,1,1,1,2,1,1,1,1,2,2,2,3,0,0,1,1
1582,-4,0,0,-4,0,0,-4,0,2,0,2,3,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,2,3,2,4,3,4,4,2,3,1,2,0,0,0,1
1583,-4,1,1,6,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1584,2,-4,-4,-4,-4,-4,-4,-4,6,7,5,1,-4,-4,-4,1,-4,1,-4,-4,-4,-4,-4,1,1,-4,4,1,4,3,1,3,1,1,4,4,3,0,0,0,1
1585,-4,1,1,0,0,0,-4,0,1,6,2,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,3,3,2,3,3,3,3,3,3,2,0,0,1,1
1586,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,3,3,2,3,3,3,3,3,3,3,3,3,0,0,0,1
1587,2,-4,-4,-4,-4,-4,-4,-4,6,5,3,2,-4,-4,-4,-4,-4,0,2,1,2,1,1,1,-4,1,4,1,2,4,1,3,2,2,3,4,3,1,0,1,1
1588,2,-4,-4,-4,-4,-4,-4,-4,6,8,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,1,0,-4,3,3,2,2,3,2,3,2,1,4,2,2,1,1,0,1
1589,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,-4,1,2,1,1,1,2,1,1,2,3,2,0,0,1,0
1590,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1591,-4,1,1,9,0,0,-4,0,2,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,1,-4,1,4,2,1,4,1,1,2,1,1,3,1,1,0,0
1592,-4,0,1,5,0,0,-4,0,1,5,2,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,-4,1,4,2,1,1,2,2,1,3,4,3,0,0,1,1
1593,-4,0,1,-2,0,0,-4,0,6,6,3,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,1,1,1,1,1,1,1,1,3,2,0,0,1,0
1594,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,3,1,2,2,2,1,1,1,1,1,3,4,0,0,1,1
1595,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,1,2,2,1,2,2,2,2,3,3,0,0,0,0
1596,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,2,2,2,2,2,2,2,2,3,4,2,0,0,1,0
1597,-4,0,1,6,0,0,-4,0,3,7,7,2,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,4,2,1,1,4,2,1,1,1,2,0,0,1,1
1598,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,2,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,0,0
1599,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,1,2,1,2,1,1,1,1,2,1,0,1,1,1
1600,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,3,2,2,2,1,1,1,1,1,2,3,2,0,0,1,0
1601,2,-4,-4,-4,-4,-4,-4,-4,6,1,5,1,-4,1,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,3,2,2,2,1,1,3,2,1,2,2,1,0,0,1,0
1602,2,-4,-4,-4,-4,-4,-4,-4,6,2,3,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1603,2,-4,-4,-4,-4,-4,-4,-4,6,6,5,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1604,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,0,0,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,2,1,1,1,2,1,2,1,3,2,2,0,0,1,1
1605,2,-4,-4,-4,-4,-4,-4,-4,6,2,5,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,2,3,3,3,2,2,2,2,2,3,2,0,0,1,1
1606,2,-4,-4,-4,-4,-4,-4,-4,6,7,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,3,1,1,1,1,1,1,4,1,1,0,1,1,0
1607,-4,0,1,6,0,0,-4,1,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,4,1,4,1,1,1,1,4,4,4,1,0,0,0,0
1608,-4,1,1,0,0,0,-4,0,6,5,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,2,2,1,2,2,2,2,2,2,0,0,1,1
1609,-4,1,1,0,0,0,-4,0,3,5,2,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,3,3,3,3,3,3,2,2,2,2,2,1,0,1,0
1610,2,-4,-4,-4,-4,-4,-4,-4,6,7,5,1,0,0,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,2,2,2,1,2,1,1,1,1,3,4,3,0,0,0,0
1611,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,3,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,3,2,2,2,2,2,2,2,2,4,2,0,1,0,0
1612,2,-4,-4,-4,-4,-4,-4,-4,6,2,7,1,0,0,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,3,1,3,3,2,2,1,2,3,3,4,-4,0,0,1,1
1613,-4,0,1,0,0,0,-4,0,6,-4,-4,-4,0,0,-4,-4,-4,1,-4,-4,-4,-4,2,0,-4,1,2,2,2,4,3,2,2,1,2,4,4,1,0,0,1
1614,-4,1,0,-4,1,0,-4,0,6,7,3,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,2,2,2,2,3,1,2,2,2,0,0,1,1
1615,3,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-4,1,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,1,1,2,1,1,1,1,4,2,1,0,0,0
1616,-4,1,1,8,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1617,2,-4,-4,-4,-4,-4,-4,-4,6,7,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,1,-4,1,1,2,1,3,1,3,2,1,2,1,2,0,0,1,1
1618,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1619,-4,1,1,8,1,0,-4,0,2,5,4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1620,-4,0,1,11,0,0,-4,0,6,5,6,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,3,3,4,3,4,2,4,4,2,4,2,1,0,0,1,0
1621,-4,0,1,7,0,0,-4,0,3,7,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,-4,4,3,2,4,4,4,2,2,4,3,3,0,0,0,0
1622,-4,0,0,-4,0,0,-4,0,6,5,2,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1623,-4,0,1,1,0,1,1,0,6,5,2,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,-4,4,1,1,4,2,1,2,1,4,2,3,0,0,1,0
1624,2,-4,-4,-4,-4,-4,-4,-4,6,6,5,1,-4,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,3,1,3,1,1,1,1,2,2,2,4,2,0,0,1,1
1625,-4,0,1,10,0,0,-4,1,6,5,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1626,2,-4,-4,-4,-4,-4,-4,-4,6,3,5,1,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1627,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,-4,-4,-4,1,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,3,1,4,3,2,2,1,3,2,2,0,0,0,1
1628,-4,0,1,5,0,0,-4,0,6,7,2,4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1
1629,2,-4,-4,-4,-4,-4,-4,-4,6,4,1,1,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,-4,1,2,1,1,1,2,1,1,3,3,3,1,0,0,-4
1630,-4,1,0,-4,0,0,-4,0,2,5,2,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,2,2,3,2,2,2,2,3,2,3,2,3,0,0,1,1
1631,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,1,2,1,1,2,1,2,1,1,3,3,2,0,0,0,0
1632,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,1,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,2,3,1,1,1,1,2,4,1,1,0,1,0
1633,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,1,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,2,3,3,2,3,3,2,2,2,3,3,2,0,0,1,0
1634,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1635,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1636,-4,0,0,-4,0,0,-4,0,6,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,-4,1,3,4,1,2,3,1,1,3,2,3,0,0,1,1
1637,2,-4,-4,-4,-4,-4,-4,-4,6,5,0,1,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,3,4,3,1,1,1,1,1,4,3,1,1,1,0,-4
1638,2,-4,-4,-4,-4,-4,-4,-4,6,3,7,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,1,1,1,3,1,1,3,1,3,4,4,0,0,1,1
1639,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,2,1,2,2,2,1,1,1,1,1,2,1,0,0,0
1640,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,2,1,1,3,1,2,1,3,3,3,0,0,1,1
1641,-4,1,1,0,0,0,-4,0,6,7,3,2,-4,-4,-4,-4,-4,0,2,2,2,2,-4,1,-4,3,2,1,3,1,1,1,2,1,2,2,2,0,0,0,1
1642,-4,0,1,8,0,0,-4,1,6,5,4,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1643,2,-4,-4,-4,-4,-4,-4,-4,6,7,4,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,2,2,2,1,1,2,1,1,1,1,1,0,0,0,1
1644,-4,0,1,-4,0,0,-4,0,6,2,5,1,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,-4,3,4,4,4,4,4,1,1,4,1,4,0,1,0,-4
1645,2,-4,-4,-4,-4,-4,-4,-4,6,1,3,1,-4,1,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,1,-4,3,2,3,2,2,1,2,-4,3,2,1,0,0,0
1646,2,-4,-4,-4,-4,-4,-4,-4,6,3,6,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,3,4,3,4,4,2,3,1,2,1,2,3,0,1,0,0
1647,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,1,2,2,1,1,2,1,2,1,3,2,0,0,1,1
1648,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,-4,-4,1,-4,-4,-4,2,1,3,1,-4,1,-4,1,1,-4,1,1,1,1,1,1,-4,4,1,0,0,1,1
1649,2,-4,-4,-4,-4,-4,-4,-4,6,3,2,1,0,0,-4,-4,-4,0,-4,-4,-4,-4,1,0,-4,2,2,3,2,1,1,2,2,2,2,2,2,0,0,1,1
1650,2,-4,-4,-4,-4,-4,-4,-4,6,4,2,1,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,1,1,1,1,1,1,1,-4,-4,1,0,0,0,1
1651,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,-4,1,3,4,4,1,2,1,2,1,2,1,1,0,0,0
1652,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1653,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,2,-4,-4,-4,0,-4,1,-4,-4,-4,-4,1,1,-4,3,1,4,2,4,4,4,3,1,2,3,1,0,0,1,1
1654,2,-4,-4,-4,-4,-4,-4,-4,6,5,4,3,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,4,4,1,2,1,2,1,1,3,1,0,0,0,1
1655,2,-4,-4,-4,-4,-4,-4,-4,6,7,2,4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,-4,1,4,2,1,2,3,1,2,2,3,1,1,0,1,0
1656,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,2,-4,-4,-4,0,-4,1,-4,1,3,1,1,1,-4,1,2,2,2,1,2,3,2,1,3,3,2,1,0,0,0
1657,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,1,0,-4,1,1,1,2,2,1,4,1,2,3,3,2,0,0,0,1
1658,3,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,2,1,2,2,1,2,1,1,3,3,2,0,0,0,1
1659,-4,0,1,0,1,0,-4,0,6,2,5,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,-4,1,3,1,1,1,1,1,1,1,1,1,0,0,0,1
1660,-4,0,1,6,0,0,-4,0,3,4,5,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,-4,1,1,1,3,1,4,3,1,2,3,1,3,0,0,1,0
1661,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1662,-4,1,1,0,0,0,-4,0,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,1,1,1,1,1,1,2,3,3,2,0,0,0,0
1663,-4,1,1,0,0,0,-4,0,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1664,-4,1,1,6,0,0,-4,0,6,2,2,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1665,2,-4,-4,-4,-4,-4,-4,-4,2,-4,-4,-4,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1666,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-4,-4,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,3,2,4,3,1,3,1,3,4,3,0,0,1,1
1667,2,-4,-4,-4,-4,-4,-4,-4,6,7,3,3,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,-4,3,1,2,1,2,1,1,1,1,2,4,2,0,0,1,0
1668,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1669,2,-4,-4,-4,-4,-4,-4,-4,6,3,0,1,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,1,1,-4,2,2,2,1,1,2,2,2,2,1,3,1,0,0,0
1670,-4,1,1,0,0,0,-4,0,6,3,0,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1671,2,-4,-4,-4,-4,-4,-4,-4,6,4,3,1,-4,-4,-4,-4,-4,0,1,1,1,1,1,1,-4,3,1,2,2,1,1,2,2,2,2,2,2,0,0,1,0
1672,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1673,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1674,-4,0,1,-2,0,1,2,0,4,0,2,4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1675,2,-4,-4,-4,-4,-4,-4,-4,6,8,0,2,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,1,1,-4,1,4,4,1,4,3,4,2,1,3,3,4,1,0,1,0
1676,-4,1,1,10,0,0,-4,0,4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1677,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,0,-4,3,2,1,1,4,2,4,2,2,1,1,3,0,0,1,0
1678,2,-4,-4,-4,-4,-4,-4,-4,6,3,1,2,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,3,2,3,2,2,3,3,4,3,3,3,1,0,0,-4
1679,2,-4,-4,-4,-4,-4,-4,-4,6,4,5,2,-4,-4,0,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,-4,1,2,1,1,2,1,1,1,2,1,1,0,0,1,0
1680,2,-4,-4,-4,-4,-4,-4,-4,6,5,2,2,-4,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,2,1,1,2,1,1,2,1,3,4,2,0,1,0,0
1681,-4,1,1,1,0,0,-4,0,6,7,2,2,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,2,2,1,1,3,2,2,3,3,2,3,0,0,1,0
1682,2,-4,-4,-4,-4,-4,-4,-4,6,6,2,3,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,3,1,2,1,1,1,3,2,1,3,3,3,0,0,1,0
1683,-4,0,0,-4,0,0,-4,0,6,7,2,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1684,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,-4,-4,-4,1,-4,3,1,2,1,1,1,1,1,1,1,2,2,0,0,1,0
1685,2,-4,-4,-4,-4,-4,-4,-4,6,4,0,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,2,2,4,1,3,1,1,1,1,2,2,2,0,1,1,0
1686,2,-4,-4,-4,-4,-4,-4,-4,6,2,2,1,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,0,-4,1,1,2,-4,-4,1,1,3,3,1,3,2,0,1,0,0
1687,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,0,-4,-4,-4,-4,-4,1,1,-4,1,3,4,1,1,1,1,1,3,3,3,0,0,0,0
1688,2,-4,-4,-4,-4,-4,-4,-4,6,2,4,1,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,1,0,-4,3,2,4,1,1,1,1,1,1,2,3,3,0,0,1,1
1689,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1690,1,-4,-4,-4,-4,-4,-4,-4,2,2,1,1,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1691,3,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,-4,-4,0,-4,1,-4,-4,-4,-4,-4,0,-4,1,1,3,1,1,4,1,2,2,4,1,3,0,0,1,1
1692,2,-4,-4,-4,-4,-4,-4,-4,6,2,3,2,-4,-4,-4,-4,-4,1,2,1,3,3,3,1,1,-4,2,1,1,1,1,1,2,2,3,4,2,0,0,0,1
1693,2,-4,-4,-4,-4,-4,-4,-4,6,2,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,2,2,1,1,1,1,1,1,1,2,0,0,0,-4
1694,2,-4,-4,-4,-4,-4,-4,-4,6,0,0,2,-4,-4,-4,-4,-4,1,-4,-4,-4,-4,-4,1,-4,3,2,1,2,1,1,1,1,1,1,3,1,0,0,0,0
1695,-4,0,1,-4,0,0,-4,0,6,7,6,2,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1696,2,-4,-4,-4,-4,-4,-4,-4,6,-4,-4,-4,-4,0,-4,-4,-4,0,-4,-4,-4,-4,-4,1,-4,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1
1697,2,-4,-4,-4,-4,-4,-4,-4,6,7,4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,-4,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
